id,name,author_name,author_note,ingredients,steps
75,Zeleninový vývar,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bobkový list, Celer, Černý pepř celý, Čerstvý tymián, Cibule, Mrkev, Nové koření celé, Petržel, Plocholistá petržel, Pórek, Rajčata, Slunečnicový olej, Sůl, Žampiony čerstvé celé i plátky","Hotový vývar přecedíme přes jemné síto do čistého hrnce a co možná nejrychleji zchladíme ponořením do dřezu s ledovou vodou. Z vychlazeného vývaru sebereme tuk a vyhodíme ho., Mrkev, celer a petržel nastrouháme nahrubo. Pórek podélně rozřízneme na čtvrtiny a ty nakrájíme na kousky silné 0,5 cm. Cibuli, žampiony a rajčata nakrájíme nadrobno. Plocholistou petržel nakrájíme nahrubo., Přilijeme studenou vodu a přivedeme k varu. Stáhneme oheň pod polovinu, naběračkou z povrchu stáhneme vzniklou pěnu a vyhodíme ji. Přidáme plocholistou petržel, tymián, sůl a koření, stáhneme oheň na minimum a pomalu vaříme nezakryté 45 minut. Nemícháme!, V hrnci na vyšším ohni rozpálíme olej a přidáme nastrouhanou mrkev, celer a petržel. Za častého míchání restujeme 2 minuty. Stáhneme oheň na polovinu, přidáme pórek, cibuli, žampiony a rajčata a za častého míchání restujeme 8 minut., Zeleninový vývar delším varem ztratí svou svěžest. O tu př"
76,Cordon Bleu,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Hladká mouka, Kuřecí prsa s kostí z křídla, Přepuštěné máslo (ghí), Strouhanka, Sůl, Šunka, Sýr Comté nebo Gruyère, Vejce, Víno vhodné k drůbežímu masu","Křídelní kost očistíme od masa a seřízneme kloub., Maso osolíme ze všech stran a obalíme ho v mouce, rozšlehaném vejci a strouhance., Smažíme ponořené do poloviny v rozpáleném másle pomalu z obou stran dozlatova. V průběhu smažení maso otáčíme a přeléváme máslem z pánve, dokud nemá zlatohnědou barvu., Sýr rozřízneme na poloviny a každou zabalíme do plátku šunky., V masu podélně nařízneme kapsu.  Do ní vložíme šunku se sýrem a maso stiskneme tak, aby zůstal balíček zcela zakrytý."
77,Asijský burger,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Arašídové máslo, Bageta, Čerstvě drcený pepř, Čerstvý koriandr, Červená cibule, Chilli omáčka, Cukr krupice, Kari koření, Kečup, Majonéza, Máslo, Mleté hovězí maso, Mrkev, Rostlinný olej, Rýžový ocet, Salátová okurka, Sezamový olej, Sójová omáčka, Sůl, Víno vhodné k hovězímu masu","Bagety podélně rozřízneme a na řezné ploše je potřeme máslem. Vložíme je na 3 minuty do rozehřáté trouby., Mrkev a okurku škrabkou podélně nakrájíme na tenké plátky. Cibuli nakrájíme na velmi jemné plátky. V misce smícháme nakrájenou zeleninu se solí, cukrem a octem., Na středním ohni rozehřejeme pánev, masové kuličky na plochých stranách potřeme olejem a opečeme je 3 minuty z každé strany. Poté je dáme do rozehřáté trouby na 5 minut dopéct. Vyndáme a necháme na teplém místě., Opečené bagety namažeme ochucenou majonézou. Na spodní část bagety položíme čtvrtinu salátku, na něj položíme 4 masové kuličky, posypeme je čtvrtinou nasekaného koriandru a přiklopíme vrchní částí bagety. Takto připravíme všechny porce., Teplotu v troubě zvýšíme na 200 °C., Troubu rozehřejeme na 180 °C., V misce smícháme maso se solí a kořením. Ze směsi vytvarujeme 16 kuliček a lehce je zmáčkneme., Všechny suroviny smícháme v misce a dáme "
78,Hovězí svíčková Wellington s omáčkou Madeira,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Anglická nebo dijonská hořčice, Čerstvě drcený pepř, Demi–glace, Hladká mouka, Hovězí svíčková, Listové těsto, Máslo, Portobello, Potravinářská fólie, Prosciutto, Rostlinný olej, Šalotka, Sůl, Vejce, Víno Madeira, Víno vhodné k hovězímu masu, Žampiony čerstvé celé i plátky","Anglickou hořčici lze nahradit hořčicí dijonskou.

Na přípravu budete potřebovat vpichový teploměr vhodný do trouby a mixér., Celé těsto potřeme rozšlehanými žloutky a necháme vychladit v lednici 15 minut., Dochutíme solí, pepřem a promícháme., Hotové maso krájíme rovně na porce., Houbovou kaši vložíme do suché rozpálené pánve a restujeme ji za stálého míchání při vysoké teplotě 8 -10 minut tak, aby se z hub odpařila všechna tekutina. Osolíme špetkou soli a dáme do misky vychladnout., Houby oloupeme, nohy odřízneme a vyhodíme. Kloboučky rozmixujeme v mixéru na kaši., Listové těsto rozválíme do obdélníku silného přibližně 3 mm., Maso vyndáme z lednice a přikryté čistou utěrkou necháme odpočinout při pokojové teplotě 40 minut., Maso vyndáme z trouby a necháme odpočinout v pokojové teplotě 15 minut., Maso zabalené do těsta položíme spojem dolů na plech vyložený pečicím papírem., Maso zabalíme tak, aby houbová pasta a šu"
79,Hovězí vývar,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bobkový list, Černý pepř celý, Česnek, Cibule, Hovězí žebra na polévku, Mrkev, Nové koření celé, Petržel, Plocholistá petržel, Pórek, Rajčata, Řapíkatý celer, Rostlinný olej, Sůl, Tymián čerstvý i sušený, Víno vhodné k hovězímu masu","Jakmile se pěna přestane tvořit, přidáme zarovnanou lžičku soli, tymián, nové koření, kuličky pepře a bobkový list., Kosti důkladně propláchneme pod tekoucí vodu a necháme okapat., Mrkev, petržel a celer nakrájíme na kostičky o hraně 0,5 cm. Cibuli nakrájíme najemno., Opečené kosti a maso vložíme do čistého hrnce, zalijeme zhruba 4 litry studené vody, nebo tak, aby maso a kosti byly ponořené a přivedeme k varu. Jakmile začne voda bublat, stáhneme oheň na minimum a stahujeme naběračkou pěnu, která se na povrchu začne tvořit., Pokud nekoupíte telecí kloubové kosti, můžete použít pouze hovězí žebra s kostí. V tom případě použijte 1,5 kg hovězího žebra s kostí a vývar vařte 4 hodiny. Hovězí žebro také nebudete péct v troubě jako v případě kloubových kostí.

Čím jemněji zeleninu nakrájíte, tím víc předá svou barvu a chuť vývaru.
 
Dobře zmrazený vývar vydrží v mrazáku několik měsíců.

Budete-li chtít vývar silnějš"
82,Polévka z medvědího česneku,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Cibule, Kuřecí nebo zeleninový vývar, Máslo, Medvědí česnek (čerstvý), Muškátový oříšek mletý, Smetana ke šlehání (min. 31%), Suché bílé víno, Sůl","Cibuli najemno nakrájíme. Bramboru nakrájíme na větší kousky.
V kastrolu na středním ohni rozehřejeme 30 g másla, přidáme cibuli a za častého míchání ji necháme zesklovatět. Přilijeme víno a necháme ho zcela odvařit. Přilijeme vývar a přivedeme k varu. Přidáme medvědí česnek, smetanu, uvařenou bramboru, muškátový oříšek a 1 lžičku soli., Polévku opět necháme přijít k varu a vaříme 1 minutu. Ještě horkou polévku rozmixujeme tyčovým mixérem a přecedíme přes jemné síto. Polévku dle potřeby dochutíme solí., V pánvi na vyšším ohni rozpálíme zbylé máslo. Jakmile začne lehce zlatavě pěnit, pánev odstavíme a tímto máslem, které získalo lehkou oříškovou chuť, dochutíme polévku v talíři., Víno použijte vždy suché. Třeba Ryzlink vlašský nebo Rulandské bílé.

Můžete použít i medvědí česnek mražený. V tom případě ho budete po rozmrznutí potřebovat 110 g. 

Polévku můžete ještě horkou vlít do mixéru a rozm"
83,Chřest s holandskou omáčkou,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bílý vinný ocet, Brambory typ A, B, C, Čerstvě drcený pepř, Chřest bílý, Chřest zelený, Citronová šťáva, Cukr krupice, Kuchyňský provázek, Máslo, Suché bílé víno, Sůl, Žloutek","Bílý chřest oloupeme a odřízneme dřevnatý konec. Zelený chřest neloupeme, jen z jeho stonků odřízneme lístky. Bílý a zelený chřest svážeme zvlášť po porcích kuchyňským provázkem., Chřest oloupejte škrabkou na chřest nebo škrabkou na brambory. Loupejte od hlavičky dolů.

Dřevnatou část můžete i odlomit – stačí chřest pořádně ohnout a stonek se zlomí tam, kde dřevnatá část začíná. Dřevnaté konce nevyhazujte, můžete je použít na polévku nebo do vývaru.

Čerstvý chřest je plný vody. Čerstvost poznáte podle toho, že při tření o sebe stonky vržou.

Při vaření chřestu by měly být ve vodě ponořené jen stonky, hlavičky by měly koukat z vody ven. Pokud jsou ponořené, trochu vody slijte. Na poslední minutu varu ponořte i hlavičky., Do rendlíku nalijeme vodu do výšky 2 cm, přivedeme k varu a stáhneme oheň na minimum. Na rendlík položíme misku se žloutky tak, aby se její dno nedotýkalo povrchu vodu a stále mícháme metli"
84,Jehněčí na majoránce s bramborovými noky,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bramborový škrob, Brambory varný typ C, Čerstvá majoránka, Čerstvě drcený pepř, Česnek, Cibule, Hrubá mouka, Jehněčí kýta, Kuřecí vývar, Máslo, Sádlo, Smetana ke šlehání (min. 31%), Sůl, Vejce, Vhodné pivo","Cibuli nakrájíme najemno. Česnek oloupeme a prolisujeme. Maso odblaníme, zbavíme větších částí tuku a nakrájíme na kostky o hraně 1,5 cm. Důkladně ho osolíme a opepříme čerstvě mletým pepřem., K nastrouhaným bramborám přidáme škrob, mouku, vejce, 10 g soli a co nejrychleji vymícháme vařečkou měkčí, ale kompaktní těsto. Na pomoučené desce vyválíme z těsta váleček o průměru 2–2,5 cm, který rozkrájíme na noky dlouhé 2–3 cm., Místo čerstvé majoránky můžete použít 1 lžíci sušené, tu ale nezapomeňte promnout v dlaních. Bude víc vonět.

Po přidání chlazeného másla se omáčka již nesmí vařit. Touto technikou omáčku zjemníte a zahustíte. 

Konečné množství 1 kg je množství ve slupce uvařených, oloupaných a vychlazených brambor. Uvařte tedy raději o 100 g více brambor.

Než začnete těsto připravovat, musí být brambory zcela vychlazené. 

Brambory nevařte úplně doměkka – těsto by pak bylo řídké.

Těsto by ne"
85,Bramborové noky,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bramborový škrob, Brambory varný typ C, Hrubá mouka, Sádlo, Sůl, Vejce","Do většího hrnce dáme vařit dobře osolenou vodu na noky., Na pomoučeném stole či válu vyválíme z těsta váleček o průměru 2–2,5 cm, který rozkrájíme na noky dlouhé 2–3 cm., Noky ihned vkládáme do osolené vroucí vody. Vaříme 6–7 minut. Hotové noky vyjmeme děrovanou naběračkou z vody a dáme je na plech s rozehřátým sádlem, ve kterém je obalíme, aby neokoraly., Před podáváním noky opečeme dozlatova na vyšším ohni v pánvi na lžíci sádla., Těsto by nemělo být ani příliš husté, ani moc řídké. Proto mouku přidávejte postupně, abyste získali ideální konzistenci. Bramborové těsto má tendenci řídnout, musíte tedy pracovat rychle.

Než začnete vypracovávat bramborové těsto, musí být brambory zcela vychlazené. 

Brambory nevařte úplně doměkka – těsto by pak bylo řídké.

Pamatujte si, že na bramborové těsto musí čekat vroucí voda. Kdybyste nejprve připravili těsto a dali teprve vařit vodu, těsto by zřídlo. Proto j"
86,Jidáše,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Čerstvé droždí, Cukr krupice, Hladká mouka, Káva vhodná k tomuto pokrmu, Máslo, Med, Mléko, Papír na pečení, Polohrubá mouka, Sůl, Vejce","Po upečení jidáše ještě horké bohatě potřeme tekutým medem., Spirály neutahujte, jinak v troubě vyběhnou moc do výšky., Těsto rozdělíme na kousky o váze 80 g a vyválíme je do 20 cm dlouhých válečků. Stočíme je do spirály a konec schováme pod těsto, aby se nerozmotaly. Položíme je na plech vyložený pečicím papírem, přikryjeme čistou utěrkou a necháme na teplém místě 45 minut kynout. Poté jidáše potřeme rozšlehaným vejcem, vložíme do rozehřáté trouby a pečeme 15-20 minut., Těsto zaděláme takzvaně na omládek: v míse robotu smícháme hladkou a polohrubou mouku, uděláme v ní důlek, vlijeme do něj dvě třetiny vlažného mléka a rozdrobíme droždí. Ze stran do něj po troškách vmícháváme mouku, dokud nevznikne těstíčko husté asi jako na lívance. Povrch zaprášíme hladkou moukou a necháme na teplém místě 30 minut vzejít., Troubu rozehřejeme na 160 °C., V rendlíku na mírném ohni rozpustíme máslo. Do mísy s omládkem přid"
87,Mazanec,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Čerstvé droždí, Citron, Cukr krupice, Hladká mouka, Káva vhodná k tomuto pokrmu, Mandle, Mandlové plátky, Máslo, Mléko, Papír na pečení, Polohrubá mouka, Rozinky, Sůl, Vanilkový cukr, Vejce","Odpočinuté těsto skulíme do bochánku (tzn. pořádně jej utáhneme, aby při kynutí a pečení drželo tvar), položíme na plech vyložený pečicím papírem a necháme na teplém místě minimálně 1 hodinu nakynout., Správně nakynutý mazanec poznáte tak, že se těsto po lehkém stlačení prstem stále vrací zpět.

Zrání těsta nepodceňujte, v tuto chvíli se pojí chutě, těsto se začíná prokvášet a 
dostává energii. Pokud mu dopřejete odpočinek, bude se později dobře zpracovávat.

Pokud necháte těsto důkladně vykynout, bude v troubě držet tvar a nepotrhá se.

Nastrouhejte jen žlutou část citronové kůry, bílá je hořká. 

Upečené těsto poznáte tak, že když do jeho středu zapíchnete špejli a vytáhnete ji, zůstane suchá. Pokud je na špejli po vytažení těsto, pečte ještě chvíli., Těsto zaděláme takzvaně na omládek: v míse robotu smícháme hladkou a polohrubou mouku, uděláme v ní důlek, do něj vlijeme dvě třetiny mléka a rozdrob"
88,Plněná vejce,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Ančovičky, Bílý pepř, Citronová šťáva, Lučina, Majonéza, Pažitka, Plnotučná hořčice, Rajčata, Sardelová pasta, Sůl, Vejce, Zelený salát","Plněná vejce položíme na mísu vyloženou salátovými listy. Ozdobíme ančovičkou a kouskem rajčete., Pokud chcete náplň do vajec odlehčit, přidejte i jeden najemno nasekaný bílek.

Žloutkovou náplň můžete vložit do cukrářského sáčku, bude se vám s ní pracovat lépe., Směsí naplníme bílky do důlků po žloutcích., Vejce oloupeme, podélně překrojíme a vyndáme žloutky., Žloutky utřeme v misce s lučinou, majonézou, hořčicí a sardelovou pastou. Přidáme najemno nakrájenou pažitku. Dochutíme solí, bílým pepřem a citronovou šťávou a zamícháme."
89,Vajíčková pomazánka,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bílý jogurt, Čerstvě drcený pepř, Plnotučná hořčice, Sůl, Vejce, Žervé","Část plnotučné hořčice můžete nahradit dijonskou hořčicí, pomazánka bude mít ostřejší chuť.

Do pomazánky nemusíte nakrájet všechny bílky, část jich můžete naplnit pomazánkou.

Do pomazánky můžete přidat najemno nasekanou plocholistou petržel nebo pažitku., Přidáme nakrájené bílky, promícháme a dáme vychladit do ledničky., Vejce uvaříme, oloupeme a podélně rozřízneme. Žloutky vyloupneme do misky, bílky nakrájíme najemno., Žloutky rozmačkáme vidličkou, přidáme k nim žervé, jogurt, hořčici, sůl a pepř a promícháme."
90,Vajíčkový salát s bramborami,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory, varný typ A, Čerstvě drcený pepř, Jarní cibulka, Majonéza, Plnotučná hořčice, Sůl, Vejce","Brambory uvaříme ve slupce doměkka a necháme je vychladnout. Vejce uvaříme natvrdo., Do salátu můžete přidat nakrájenou pažitku nebo plocholistou petržel., Vejce a vychlazené brambory oloupeme a nakrájíme na kostky o hraně 1 cm. Cibulku očistíme a nakrájíme najemno., Vejce, brambory a cibulku smícháme s majonézou a hořčicí. Dle chuti osolíme a opepříme. Dáme vychladit do ledničky."
91,Velikonoční beránek,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Cukr krupice, Hrubá mouka, Káva vhodná k tomuto pokrmu, Máslo, Mléko, Polohrubá mouka, Prášek do pečiva, Vejce","Hotového beránka necháme zchladnout ve formě a teprve poté ho vyklopíme., Množství těsta je na menší formu.

Všechny suroviny musí mít stejnou teplotu, aby se v těstě neoddělil tuk (mělo by v sobě jemné krupičky). Těsto se pak může ve formě při pečení srazit a nevyběhne.

Pokud se to přece jen stane, nezoufejte. Postavte mísu s těstem do teplé vodní lázně a třete tak dlouho, dokud se tuk nerozpustí a nespojí s ostatními surovinami opět v hladké těsto., Mouku smícháme s práškem do pečiva. Máslo utřeme s cukrem do pěny, vmícháme vejce a mléko a nakonec mouku s práškem do pečiva., Těsto vlijeme do připravené formy, vložíme do rozehřáté trouby a pečeme 60 minut., Troubu rozehřejeme na 160 °C. Formu na beránka důkladně vymažeme máslem a vysypeme hrubou moukou."
92,"Salát z chřestu, rajčat a ořechů",Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Čerstvá bazalka, Čerstvý tymián, Cherry rajčata červená a žlutá, Chřest zelený, Citron, Citronová šťáva, Cukr krupice, Extra panenský olivový olej, Lískové ořechy, Med, Oloupané mandle, Rajčata, Rozinky, Sůl, Sušené brusinky, Víno vhodné k salátům, Vlašské ořechy","Cherry rajčata rozkrojíme napůl. Z velkých rajčat vykrojíme tuhé středy, rajčata nakrájíme na čtvrtiny a ty ještě na poloviny., Lískové ořechy, vlašské ořechy a mandle vyskládáme do jedné vrstvy na plech a vložíme do rozehřáté trouby na 6 minut. Poté je přendáme z plechu do mísy a necháme vychladnout., Místo olivového oleje můžete požít olej oříškový. Salát bude mít výraznější oříškovou chuť. Můžete také použít kombinaci olivového a oříškového oleje. 

Místo klasických červených rajčat můžete použít jejich zelenou či žlutou odrůdu. Jednotlivé odrůdy je možné do salátu kombinovat. 

Čím starší chřest je, tím delší spodní část jeho stonku dřevnatí. Tuto část je nutné odříznout. Obvykle ale stačí odříznout zhruba 1–1,5 cm., Před servírováním přidáme natrhané lístky bazalky., Připravíme velkou mísu s 3 litry ledové vody., Rajčata a chřest omyjeme a osušíme. Z chřestu odřízneme dolní dřevnat"
93,Chřestová polévka,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Chřest bílý, Chřest zelený, Cukr krupice, Máslo, Smetana ke šlehání (min. 31%), Sůl","Chřest vložíme do vroucí vody a uvaříme ho 5-10 minut na skus. Pozor, zelený chřest je hotový rychleji. Ihned po uvaření vložíme zelený chřest do misky s vodou a ledem, abychom zastavili var a chřest nezešedl. Poté ho nakrájíme na špalíčky dlouhé 4 cm., Na pánvi na středním ohni necháme zpěnit zbylé máslo a hlavičky bílého chřestu a nakrájený zelený chřest v něm krátce prohřejeme. Prohřátý chřest vrátíme do polévky a polévku v talíři zakápneme zbylým máslem z pánve., Přilijeme smetanu, promícháme a necháme přijít k varu. Stáhneme z ohně a metličkou zašleháme 60 g másla. Dochutíme solí., Vařený zelený chřest se musí ihned ponořit do ledové vody, aby se dál už nevařil – zachová si tak barvu a zůstane křupavý.

Polévku můžete podávat i s krutonky z bílého pečiva – stačí nakrájet na kostičky den starý rohlík nebo housku a orestovat je na másle., Ve vysokém hrnci přivedeme k varu 1,5 litru vody s cukrem a 1 lži"
94,Chřest s máslovou strouhankou,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Chřest bílý, Cukr krupice, Kuchyňský provázek, Máslo, Strouhanka, Sůl","Chřest loupejte od hlavičky dolů. Tak hlavičku neulomíte.

Dřevnatou část můžete i odlomit – stačí chřest pořádně ohnout a stonek se zlomí tam, kde dřevnatá část začíná. Dřevnaté konce nevyhazujte, můžete je použít na polévku nebo do vývaru.

Je velmi důležité oloupat bílý chřest velmi pečlivě, neboť má velmi tuhou slupku, která se nedá jíst a při jídle by jen překážela v ústech.

Čerstvý chřest je plný vody. Čerstvost poznáte podle toho, že při tření o sebe stonky vržou.

Při vaření chřestu by měly být ve vodě ponořené jen stonky, hlavičky by měly koukat z vody ven. Pokud jsou ponořené, trochu vody slijte. Na poslední minutu varu ponořte do vody i hlavičky chřestu.

Strouhanka rychle tmavne, pozor, ať ji nespálíte. Je třeba ji během opékání v pánvi neustále míchat. Příliš upečená, tmavá strouhanka má hořkou chuť., Chřest pečlivě oloupeme a odřízneme dřevnatý konec. Chřest svážeme na porce kuchyňsk"
95,Chřestové risotto,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Čerstvě drcený pepř, Chřest zelený, Máslo, Olivový olej, Parmazán v celku, Rýže na risotto, Šalotka, Suché bílé víno, Sůl, Víno vhodné k předkrmům","Hlavičky chřestu překrojíme podélně na polovinu. V pánvi na vyšším ohni rozpálíme 2 lžíce olivového oleje, přidáme chřest a restujeme za stálého míchání 1,5 minuty. Stáhneme z ohně a dochutíme špetkou soli a pepře. Přidáme do každé porce risotta., Jakmile je voda téměř vyvařená, přilijeme další část vody, opět jen tolik, aby byla rýže ponořená. Opět ji necháme vyvařit a takto pokračujeme, dokud není rýže vařená al dente (na skus). Obvykle to trvá 16–20 minut. Velmi často mícháme!, Když je poslední část vody z poloviny odvařená a rýže měkká na skus, stáhneme z ohně, vmícháme parmezán a po částech vmícháme kostičky vychlazeného másla a poté 3 lžíce olivového oleje., Máslo nakrájíme na malé kostičky a dáme zpět do lednice. Šalotku nakrájíme najemno., NEŽ ZAČNETE PŘIPRAVOVAT ITALSKÉ RISOTTO

Rýže vařená „al dente“ znamená „na skus“. Příliš uvařená nebo převařená rýže dělá pokrm mnohem t"
96,Hovězí steak s chimichurri omáčkou,Rohlík vaří,"Na Rohlíku jsme si pro vás připravili oblíbené recepty. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Čerstvě drcený pepř, Čerstvé oregano, Červená Chilli paprička, Česnek, Olivový olej, Pepř černý , Plocholistá petržel, Sůl, Vinný ocet, Vysoký roštěnec","Mezitím si připravte chimichurri omáčku. Smíchejte hrst plocholisté petržele, 2 lžíce oregana, chilli papričku, 2 stroužky česneku, sůl, pepř, 1 lžičku vinného octu a olivový olej. Vše rozmixujte., Steak o pokojové teplotě osolte, opepřete a pokapejte olivovým olejem. Grilujte 3-5 minut z každé strany. Přendejte z grilu na talíř a nechte ho ještě 7 minut odpočinout., Steak servírujte s chimichurri omáčkou."
97,Hovězí cheeseburger,Rohlík vaří,"Na Rohlíku jsme si pro vás připravili oblíbené recepty. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bulka, Červená cibule, Kečup, Majonéza, Mleté hovězí maso, Plátkový Cheddar, Rajčata, Zelený salát","Burgery by měly být o trochu větší než houska, uprostřed maso trochu zploštěte, při grilování se totiž lehce vyboulí, a takto vám zůstane pěkně rovné. Maso o pokojové teplotě pokládejte na dobře rozpálený a trochou olejem potřený gril. Na střední propečení stačí opéct z každé strany maso 3 minuty, záleží ale na jeho tloušťce a vaší chuti. Chvíli po otočení dejte na maso plátek sýru, aby se roztekl. Na grilu nezapomeňte zlehka opéct i rozkrojenou housku., Dobrým burgerům stačí kvalitní hovězí, sůl a pepř, proto používáme již namíchané maso přímo od řezníka., Housku poté pomažte majonézou, kečupem nebo kombinací obojího, přidejte opečené maso na burger a další suroviny dle chuti, jako je plátky rajčete, cibule a salátu. Přiklopte houskou, případně rozkrojte a ihned podávejte., Salát nepokládejte pod maso, protože jinak rychle zavadne.

V burgeru jsou výborné i plátky dokřupava vypečené slaniny. Tu ale opékejte stra"
98,Alsaská pizza,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Čerstvě drcený pepř, Čerstvé droždí, Červená cibule, Crème Fraîche, Hladká mouka, Máslo, Muškátový oříšek mletý, Papír na pečení, Potravinářská fólie, Slanina, Sůl, Vhodné pivo","Gril rozpálíme na maximum a přiklopíme ho., Každý díl těsta podsypeme moukou a vyválíme obdélník silný 2 mm. Položíme na pečicí papír, potřeme vyšší vrstvou crème fraîche, posypeme částí cibule a slaniny a opepříme., Připravené těsto přesuneme z pečicího papíru na rozpálený gril, přiklopíme ho a grilujeme 3 minuty. Ihned podáváme., Smícháme crème fraîche, sůl a muškátový oříšek. Cibuli a slaninu nakrájíme na nudličky silné 3 mm., V misce rozmícháme droždí s vodou (250 ml) a vlijeme ho do mísy robotu. Přidáme mouku a změklé máslo a mícháme na středních otáčkách 8 minut do hladkého těsta., Vál posypeme moukou a vyklopíme na něj vymíchané těsto. Vypracujeme z něj kouli, zabalíme ji do potravinářské fólie a dáme na 1 hodinu do lednice. Odpočinuté těsto rozdělíme na 4 stejné díly."
